unified_id,email,phone,first_name,last_name,date_of_birth,total_orders,total_spend,loyalty_points,loyalty_tier,last_purchase_date,tags,source_ids,created_at
0b7d4248-aeaf-4bde-86ed-22c71229acea,ryan70@example.net,,Kayla,Peterson,1979-02-16,7,1087.13,28058,Platinum,2026-05-15,[],"{'shopify_id': 'SHP-00011', 'pos_transactions': ['POS-87F1D48C', 'POS-6BBE3B5A', 'POS-290E3E89', 'POS-18F1A1E4'], 'loyalty_id': 'LYL-000011'}",2026-06-06T19:19:57.591252+00:00
3ff72e33-bd7a-42ba-960d-32f86cdb5cf7,ericfarmer@example.net,+12691669784,Monica,Evans,2025-01-12,6,908.36,324,Bronze,2025-12-11,"['at-risk', 'returning', 'wholesale']","{'shopify_id': 'SHP-00012', 'pos_transactions': ['POS-5BC677CA', 'POS-0D95AAF5', 'POS-34396729'], 'loyalty_id': 'LYL-000012'}",2026-06-06T19:19:57.592611+00:00
62c2da76-eff2-4043-ba80-3700ab8992d4,john39@example.org,+10184514627,Natasha,Decker,2020-05-28,10,2173.73,28180,Platinum,2026-04-03,"['newsletter', 'returning']","{'shopify_id': 'SHP-00013', 'pos_transactions': ['POS-5C370739', 'POS-44AFECB7', 'POS-E9462820', 'POS-D36EC1BD', 'POS-35AFBB2D'], 'loyalty_id': 'LYL-000013'}",2026-06-06T19:19:57.595054+00:00
a1515abd-d114-490e-a907-3aa925d8dac1,josephbrennan@example.com,+14828148932,David,Alvarez,1980-12-25,8,1854.53,12130,Gold,2025-12-09,['vip'],"{'shopify_id': 'SHP-00014', 'pos_transactions': ['POS-0CF173F9', 'POS-E901A768', 'POS-EBD33927'], 'loyalty_id': 'LYL-000014'}",2026-06-06T19:19:57.596558+00:00
18e3e1ba-72bc-4ce1-92a5-59fc0712be0f,omartinez@example.org,+12880957015,Nathaniel,Lam,,5,1196.67,29403,Platinum,2025-03-06,"['at-risk', 'newsletter']","{'shopify_id': 'SHP-00015', 'pos_transactions': ['POS-9FA4A627', 'POS-78E36397', 'POS-9BE78AEC'], 'loyalty_id': 'LYL-000015'}",2026-06-06T19:19:57.598056+00:00
c72447b4-8775-4ae6-892b-38d3bb881fb5,heathchad@example.org,+13039117182,Crystal,Perez,1958-07-10,3,494.6,43566,Platinum,2026-05-16,[],"{'shopify_id': 'SHP-00016', 'pos_transactions': ['POS-18C180D2', 'POS-CFDFC6F9'], 'loyalty_id': 'LYL-000016'}",2026-06-06T19:19:57.599501+00:00
36cd8383-f91f-48ef-bfeb-ab83ae115331,maguirre@example.org,,Barbara,Sanchez,1998-10-27,7,1443.08,91587,Platinum,2026-01-16,"['vip', 'wholesale']","{'shopify_id': 'SHP-00017', 'pos_transactions': ['POS-929D674D', 'POS-7D2120AD', 'POS-2E2BDC6C', 'POS-862C92FD', 'POS-B02E21AA'], 'loyalty_id': 'LYL-000017'}",2026-06-06T19:19:57.602745+00:00
797016f0-84e6-4f82-9bad-4efb8b788d14,ramosmichelle@example.net,+10983930103,Joshua,Wright,,8,1353.42,65029,Platinum,2025-10-19,['at-risk'],"{'shopify_id': 'SHP-00019', 'pos_transactions': ['POS-3362D476', 'POS-E60C1638', 'POS-E79F9F3D', 'POS-54FC286F'], 'loyalty_id': 'LYL-000019'}",2026-06-06T19:19:57.606529+00:00
71de2456-3696-4e08-80f5-a537958aca5f,kbarrera@example.com,,Todd,Lewis,1955-03-26,3,765.09,93886,Platinum,2025-03-07,[],"{'shopify_id': 'SHP-00020', 'pos_transactions': ['POS-DF865633', 'POS-E599BD3C'], 'loyalty_id': 'LYL-000020'}",2026-06-06T19:19:57.612145+00:00
ed8961a5-fc4e-4363-8a91-14f8d120ab5d,brianromero@example.org,+16670106513,Wesley,Farrell,1975-11-04,4,634.26,7873,Gold,2025-08-04,['vip'],"{'shopify_id': 'SHP-00022', 'pos_transactions': ['POS-B0C58278', 'POS-3227E8D8'], 'loyalty_id': 'LYL-000022'}",2026-06-06T19:19:57.616155+00:00
38331053-85b6-4c96-abe6-95f31c094e04,barnesbrandy@example.net,+13872624731,John,Wheeler,1957-02-09,7,1253.39,243,Bronze,2026-05-04,['returning'],"{'shopify_id': 'SHP-00023', 'pos_transactions': ['POS-0F9CA17B', 'POS-E64B9B37', 'POS-FB481DED', 'POS-A7939A2E'], 'loyalty_id': 'LYL-000023'}",2026-06-06T19:19:57.620634+00:00
b80ddc87-a00e-40d7-9129-3773c1319b49,stephen10@example.com,+18108013267,Randy,Powers,,8,1783.54,0,,2026-05-28,"['at-risk', 'newsletter']","{'shopify_id': 'SHP-00024', 'pos_transactions': ['POS-363E6EF4', 'POS-16476E3F', 'POS-06843C86', 'POS-DE4B061E']}",2026-06-06T19:19:57.625613+00:00
9a033ef0-a9d7-4615-ae53-40531f4b2bb9,mikemoore@example.net,+13602606474,Sarah,Ibarra,1981-09-01,7,1633.27,25376,Platinum,2026-04-05,"['at-risk', 'newsletter', 'vip']","{'shopify_id': 'SHP-00025', 'pos_transactions': ['POS-6DEDCBA5', 'POS-1FA3ED1F', 'POS-638E1388'], 'loyalty_id': 'LYL-000025'}",2026-06-06T19:19:57.628880+00:00
087ff4d0-bb45-428e-a0d8-8fce478b6f87,prestonjulia@example.org,,Sheila,Taylor,1981-05-12,9,1973.51,51692,Platinum,2025-12-30,"['at-risk', 'vip']","{'shopify_id': 'SHP-00026', 'pos_transactions': ['POS-51DB1A37', 'POS-92701D60', 'POS-AF35B30B', 'POS-0C5921F8', 'POS-FB0D3CDA'], 'loyalty_id': 'LYL-000026'}",2026-06-06T19:19:57.631340+00:00
da54eb15-f3c0-4e1e-9d17-4214247daae2,rebecca01@example.net,,Melissa,Wagner,2018-01-24,10,2068.39,3970,Silver,2026-02-28,['returning'],"{'shopify_id': 'SHP-00027', 'pos_transactions': ['POS-69FB0763', 'POS-923B7820', 'POS-D6707A21', 'POS-E44A0371', 'POS-4B4EF503', 'POS-B2357A3C'], 'loyalty_id': 'LYL-000027'}",2026-06-06T19:19:57.633386+00:00
1cd7f67a-c021-4d14-946b-49d4b16fc541,barnold@example.net,+12191361939,Dana,Green,2017-02-28,6,660.09,122,Bronze,2024-11-23,"['at-risk', 'wholesale']","{'shopify_id': 'SHP-00028', 'pos_transactions': ['POS-A335B2C8'], 'loyalty_id': 'LYL-000028'}",2026-06-06T19:19:57.634971+00:00
09bb2a9e-6161-4c61-aac5-79c9574dbf21,bobbydiaz@example.org,,Brandi,Hernandez,1992-12-11,2,553.91,3835,Silver,2026-01-11,"['newsletter', 'returning', 'vip']","{'shopify_id': 'SHP-00029', 'pos_transactions': ['POS-CA9F1D59'], 'loyalty_id': 'LYL-000029'}",2026-06-06T19:19:57.636684+00:00
2d6d01c7-f4b5-4f4b-b249-dfa7356cc1d3,vdickson@example.org,+15346247510,Kimberly,Henson,,4,499.19,8287,Gold,2025-09-08,"['at-risk', 'vip']","{'shopify_id': 'SHP-00030', 'pos_transactions': ['POS-73DD3BC6'], 'loyalty_id': 'LYL-000030'}",2026-06-06T19:19:57.638387+00:00
be465a7e-ce99-46b9-8b80-b7621d340a47,michael62@example.org,+10344713493,Brandon,Flynn,,5,1557.92,0,,2025-11-13,['returning'],{'shopify_id': 'SHP-00031'},2026-06-06T19:19:57.640101+00:00
186e0dd5-084e-4ac1-aafe-5b083dd87bdc,jesselittle@example.com,+11832421024,Christine,Allen,,1,377.4,0,,2025-04-30,"['at-risk', 'returning']",{'shopify_id': 'SHP-00032'},2026-06-06T19:19:57.641720+00:00
231ca264-9e3e-4546-ba18-cf352f66361b,vanessa46@example.net,+19471746488,Eric,Alexander,,1,316.83,0,,2024-01-30,"['newsletter', 'wholesale']",{'shopify_id': 'SHP-00033'},2026-06-06T19:19:57.643422+00:00
ec8fed7b-7761-4006-9fd7-4d01c9a1042f,bailey40@example.net,+17190659401,Daniel,James,,2,355.59,0,,2023-11-26,['vip'],{'shopify_id': 'SHP-00034'},2026-06-06T19:19:57.645063+00:00
32beefbc-bb70-4bd6-8580-134e1d1db9fa,kimberly39@example.com,,Julie,Wall,,2,709.51,0,,2023-10-28,[],{'shopify_id': 'SHP-00035'},2026-06-06T19:19:57.646654+00:00
e384af87-a80a-47fe-9142-9cb1d8c022dd,courtneyberger@example.net,,Katrina,Becker,,5,1952.23,0,,2025-09-03,"['newsletter', 'returning', 'vip']",{'shopify_id': 'SHP-00036'},2026-06-06T19:19:57.648274+00:00
15cc3d6b-14b0-409a-9cad-b0f7df44ac9d,ithompson@example.net,,Christopher,Phillips,,1,405.48,0,,2026-03-13,"['newsletter', 'wholesale']",{'shopify_id': 'SHP-00037'},2026-06-06T19:19:57.649867+00:00
ca5d8125-d4ca-440a-a281-079402f8197c,scoffey@example.net,+15451680876,Jonathan,Summers,,2,620.83,0,,2025-12-06,[],{'shopify_id': 'SHP-00038'},2026-06-06T19:19:57.651114+00:00
bbc80995-e5df-40b7-a9bc-12210ab6d308,zcoffey@example.net,+13859770348,Michelle,Ramsey,,2,310.65,0,,2023-12-05,['newsletter'],{'shopify_id': 'SHP-00039'},2026-06-06T19:19:57.652205+00:00
c772449e-4fb7-46da-a3b5-c63aa522e922,brenda51@example.net,+14771093248,Miguel,Curry,,3,670.95,0,,2025-11-27,"['at-risk', 'vip', 'wholesale']",{'shopify_id': 'SHP-00040'},2026-06-06T19:19:57.653419+00:00
c053de54-e5a1-4766-8218-e6623a6ec457,tblankenship@example.net,,Jeffrey,Brown,,1,416.88,0,,2025-10-25,"['returning', 'vip', 'wholesale']",{'shopify_id': 'SHP-00041'},2026-06-06T19:19:57.654687+00:00
5c23ec23-afcc-4436-a0f6-08e8f481f032,paulwatson@example.net,,Darren,Young,,1,222.25,0,,2023-09-27,[],{'shopify_id': 'SHP-00042'},2026-06-06T19:19:57.655971+00:00
089b696e-8979-48a0-b8fc-5e72d4bc8ce7,rcrosby@example.org,,Diana,Bass,,3,1091.23,0,,2026-04-05,"['at-risk', 'newsletter', 'wholesale']",{'shopify_id': 'SHP-00043'},2026-06-06T19:19:57.657082+00:00
a60609ba-d26c-4bf7-a0c3-769bd5d17dd7,bruce43@example.org,,,Jennings,,4,1117.52,0,,2025-10-08,[],{'shopify_id': 'SHP-00044'},2026-06-06T19:19:57.658183+00:00
fe34ffcc-f20f-4635-9c97-ffb2abcea2f8,john29@example.org,+18675339636,Carla,Smith,,1,491.37,0,,2024-12-03,['at-risk'],{'shopify_id': 'SHP-00045'},2026-06-06T19:19:57.659927+00:00
4f3db894-f36e-465a-95c5-f532c0f40361,ramireztracey@example.org,,Mark,Hernandez,,5,1149.72,0,,2025-07-26,"['at-risk', 'returning', 'wholesale']",{'shopify_id': 'SHP-00046'},2026-06-06T19:19:57.661894+00:00
5166947b-a23b-4077-b797-ab0ea3036666,briannasmith@example.com,+11718702621,Alexis,Tyler,,2,525.85,0,,2026-03-07,['returning'],{'shopify_id': 'SHP-00047'},2026-06-06T19:19:57.663932+00:00
68423e99-ca23-474e-9d61-39ee17c81df9,hayesjeffrey@example.net,+14596158657,Kimberly,Palmer,,2,272.0,0,,2026-04-28,['vip'],{'shopify_id': 'SHP-00048'},2026-06-06T19:19:57.665392+00:00
33899814-3c07-4692-bee9-ffcf9d825fb0,henryrenee@example.org,,Melanie,Simmons,,2,491.01,0,,2024-07-25,"['at-risk', 'newsletter', 'returning']",{'shopify_id': 'SHP-00049'},2026-06-06T19:19:57.670665+00:00
bad19dc4-6827-4132-b8f5-b1dfe29df488,oscar98@example.com,+12400504556,Claudia,Richards,,5,1124.88,0,,2025-07-09,"['newsletter', 'returning', 'vip']",{'shopify_id': 'SHP-00050'},2026-06-06T19:19:57.678353+00:00
a0b4a0b9-f525-4c99-8617-317799113512,joelthomas@example.org,,Susan,Brewer,,3,396.98,0,,2024-11-23,[],"{'pos_transactions': ['POS-A4515AE0', 'POS-44C1F1B5', 'POS-FC21109B']}",2026-06-06T19:19:57.683037+00:00
2ef2b476-8b33-4c59-ad0d-4396573c0782,lauriemontgomery@example.net,+12004711382,Richard,Burch,,4,590.36,0,,2025-09-24,[],"{'pos_transactions': ['POS-61A66444', 'POS-DBB54645', 'POS-21DF5609', 'POS-8F1CB2CC']}",2026-06-06T19:19:57.684665+00:00
a0fe82f1-6172-47fa-a80c-ad2da716f95d,ashleymorales@example.org,+19533942104,Michael,White,,8,1321.74,0,,2026-05-07,[],"{'pos_transactions': ['POS-F7336094', 'POS-C626E38F', 'POS-30385DD7', 'POS-938703C9', 'POS-9F6FACC1', 'POS-7CF59D5F', 'POS-B9493906', 'POS-B5CAA993']}",2026-06-06T19:19:57.688079+00:00
71855d56-71f7-495a-bbb6-11f54704c772,elizabeth65@example.net,+14821759464,Angela,Willis,,7,727.37,0,,2026-01-27,[],"{'pos_transactions': ['POS-6511E61A', 'POS-DA9408C0', 'POS-A7F77451', 'POS-95410A9D', 'POS-392C04DA', 'POS-2A57E880', 'POS-D7D3B9D9']}",2026-06-06T19:19:57.690251+00:00
98aeb133-ff2e-4efd-9b9b-e003c366707b,grahamsteve@example.org,,Charles,Hensley,,3,580.79,0,,2026-02-16,[],"{'pos_transactions': ['POS-FB95D0FC', 'POS-349B5089', 'POS-6B2D9CCC']}",2026-06-06T19:19:57.691345+00:00
b49ab6af-e586-4110-9ac6-8d25616b5713,ericolson@example.org,+14367136959,Larry,Garcia,,4,960.0,0,,2026-05-24,[],"{'pos_transactions': ['POS-D2938E6E', 'POS-9C81FC46', 'POS-9E44E98C', 'POS-B776E729']}",2026-06-06T19:19:57.693239+00:00
010260e5-54d9-4e4c-b4b0-ea20ef986e35,wwebster@example.net,+15064317139,Stephanie,Burton,,4,445.34,0,,2025-06-11,[],"{'pos_transactions': ['POS-DB4BB8EB', 'POS-92FBACF6', 'POS-702B7014', 'POS-9A3F0AD1']}",2026-06-06T19:19:57.695858+00:00
23057d7d-eae6-4d2c-8cec-8c7b60017491,gloriawells@example.org,+13792374740,Larry,Scott,,2,310.08,0,,2025-12-01,[],"{'pos_transactions': ['POS-3A5B6AC5', 'POS-8C357321']}",2026-06-06T19:19:57.697522+00:00
b8317fe3-6346-445f-a691-8f6bc48e6e70,julie35@example.org,,Richard,Miller,,5,717.0,0,,2025-12-28,[],"{'pos_transactions': ['POS-9ADFE981', 'POS-0E88C8EC', 'POS-57B936B0', 'POS-C79DDB62', 'POS-7B5FBE41']}",2026-06-06T19:19:57.699191+00:00
d543cdd6-e506-456d-a1cb-40765ccdc7d9,ctucker@example.com,+18588424745,Christopher,Ramos,,7,527.78,0,,2026-02-10,[],"{'pos_transactions': ['POS-67443FB8', 'POS-1723ECDB', 'POS-76B90436', 'POS-BBCD6C18', 'POS-F91E5FCD', 'POS-54B58635', 'POS-8FF19886']}",2026-06-06T19:19:57.700848+00:00
9dff0470-0c5f-4515-8069-4a7159c51945,brandon69@example.org,+17123685160,Brittany,Rose,,4,467.12,0,,2025-10-29,[],"{'pos_transactions': ['POS-9194821E', 'POS-0131FF3B', 'POS-2AB202C2', 'POS-816CE054']}",2026-06-06T19:19:57.702296+00:00
9423c6fc-9439-4a17-a3bb-29ccd1a3663b,lburgess@example.org,+18175496513,Keith,Wilson,,4,687.46,0,,2025-06-09,[],"{'pos_transactions': ['POS-797E3984', 'POS-FFDA9A93', 'POS-BA2EEEB3', 'POS-C918A346']}",2026-06-06T19:19:57.703523+00:00
227a3b50-0522-46b9-b6f6-e71653e7fe46,jennifer99@example.org,+10952145623,Shawn,Moore,,4,366.45,0,,2025-12-24,[],"{'pos_transactions': ['POS-A6CE6D7A', 'POS-6772FE9F', 'POS-A267D32F', 'POS-F2CE7EEB']}",2026-06-06T19:19:57.705128+00:00
ec01bcb8-d88b-494f-86b5-7f5d0f704e1d,lynchdiane@example.net,+14064090974,Lindsay,Bruce,,5,766.18,0,,2025-12-11,[],"{'pos_transactions': ['POS-F796611F', 'POS-2240063B', 'POS-CAC8D87E', 'POS-9CE7EED1', 'POS-8FD7B1A1']}",2026-06-06T19:19:57.706520+00:00
c6854f67-d72c-463e-a196-a229aee180fc,smoore@example.org,+19973763116,Heather,Cross,2013-03-24,4,616.55,4487,Silver,2025-05-15,[],"{'pos_transactions': ['POS-3948FE22', 'POS-C0079336', 'POS-260E37CC', 'POS-0344EDB3'], 'loyalty_id': 'LYL-000021'}",2026-06-06T19:19:57.707726+00:00
7264856f-3d5c-453b-97c4-b575ec737922,brownjessica@example.org,,Brian,Valdez,1967-08-23,5,525.27,30254,Platinum,2026-03-09,[],"{'pos_transactions': ['POS-4FE54745', 'POS-812FAA38', 'POS-0C472187', 'POS-5AEA6352', 'POS-BE153187'], 'loyalty_id': 'LYL-000018'}",2026-06-06T19:19:57.708952+00:00
d85334ff-39ed-4286-a94f-0f1d68b4d4bd,russellbeasley@example.com,,Debra,Mack,,3,340.45,0,,2026-05-04,[],"{'pos_transactions': ['POS-C78F07CF', 'POS-8CED4707', 'POS-BC788423']}",2026-06-06T19:19:57.710134+00:00
e5a33b92-ab25-4f8c-9709-13a8080eb849,laura90@example.com,+10532931839,Carlos,Ramos,,0,0.0,29557,Platinum,2024-10-15,[],{'loyalty_id': 'LYL-000031'},2026-06-06T19:19:57.711314+00:00
e6010d10-c7f5-4baf-a55e-28ea9114b70e,susanhayes@example.com,+11020539502,Marc,Alvarez,1957-05-31,0,0.0,83185,Platinum,2025-11-17,[],{'loyalty_id': 'LYL-000033'},2026-06-06T19:19:57.712495+00:00
3d6868fd-b3cc-430f-96e3-48b1cdd1838e,michaelhardin@example.com,+10268117758,Samuel,Gonzales,,0,0.0,12530,Gold,2024-12-30,[],{'loyalty_id': 'LYL-000034'},2026-06-06T19:19:57.713456+00:00
63198fa2-eca9-492c-93bd-dbea94b45040,grantpaul@example.com,+11783908470,Deborah,Jones,,0,0.0,647,Bronze,2025-01-14,[],{'loyalty_id': 'LYL-000035'},2026-06-06T19:19:57.714349+00:00
674d7ae0-0acf-4751-908a-6c6cc24dd89d,lucasrodney@example.com,+11249985698,Elizabeth,Calderon,,0,0.0,593,Bronze,2025-04-19,[],{'loyalty_id': 'LYL-000037'},2026-06-06T19:19:57.715223+00:00
aef84a14-0689-4ad9-811e-db4441427abe,chrisrichard@example.org,,James,Cooke,1976-12-18,0,0.0,1204,Silver,2025-04-26,[],{'loyalty_id': 'LYL-000038'},2026-06-06T19:19:57.716117+00:00
cc954d99-1a81-45e8-a213-52cd6c8416fd,jenniferwilliams@example.com,,Eric,White,1960-06-25,0,0.0,2745,Silver,2024-08-03,[],{'loyalty_id': 'LYL-000039'},2026-06-06T19:19:57.717059+00:00
002bbdb8-b457-48fe-a254-cb0b3986390d,kylestokes@example.com,+12711116152,Kristen,Young,,0,0.0,2700,Silver,2024-07-30,[],{'loyalty_id': 'LYL-000040'},2026-06-06T19:19:57.717983+00:00
171339d0-7946-41e5-9f1e-908030374b0b,ashaw@example.org,+10988516560,Steven,Campbell,,0,0.0,83827,Platinum,2025-03-28,[],{'loyalty_id': 'LYL-000041'},2026-06-06T19:19:57.718869+00:00
f39f298d-91aa-4f01-b4e0-f9650bf79e11,dawsonzachary@example.org,+19451983273,Morgan,Spencer,1971-09-18,0,0.0,655,Bronze,2025-07-04,[],{'loyalty_id': 'LYL-000042'},2026-06-06T19:19:57.720001+00:00
624a5356-ac8e-4111-87d7-6e4a61a79a23,lisawilkerson@example.org,+15851493689,,Davis,1981-06-22,0,0.0,1018,Silver,2025-08-09,[],{'loyalty_id': 'LYL-000043'},2026-06-06T19:19:57.721019+00:00
5aa1dedd-979e-43bc-9fad-b38ed98240d4,combsdebra@example.org,+18094024455,Nicholas,Johnson,1990-03-14,0,0.0,198,Bronze,2025-06-07,[],{'loyalty_id': 'LYL-000044'},2026-06-06T19:19:57.721956+00:00
b6ac572a-7331-4599-bf7b-7a7b764aec4c,bullockandrew@example.org,+12296120183,Katherine,Harrison,2003-01-21,0,0.0,79394,Platinum,2024-09-15,[],{'loyalty_id': 'LYL-000045'},2026-06-06T19:19:57.722850+00:00
c137b097-2270-4809-b81a-cc1016cc1fdc,,+19973763116,Heather,Cross,,4,936.73,0,,2025-08-07,"['newsletter', 'wholesale']",{'shopify_id': 'SHP-00021'},2026-06-06T19:19:57.724259+00:00
4e90d336-bb4e-4375-b115-02a341115cc9,,+13103413164,Joseph,Zuniga,,1,139.74,0,,2025-03-11,[],{'pos_transactions': ['POS-19A6F80E']},2026-06-06T19:19:57.725191+00:00
98114c4b-0287-46a4-a788-b81f1f50410f,,+13792374740,Larry,Scott,,3,419.64,0,,2026-02-13,[],"{'pos_transactions': ['POS-CB2CC805', 'POS-A8596F8C', 'POS-F337B261']}",2026-06-06T19:19:57.726060+00:00
257e611a-3ac8-4401-9958-6de7812f4f8b,,+14053773515,Susan,Brewer,,1,26.61,0,,2024-07-22,[],{'pos_transactions': ['POS-37DC8C78']},2026-06-06T19:19:57.726929+00:00
4f2b3b14-46f4-44f7-a206-8caedfa97b5f,,+12004711382,Richard,Burch,,1,62.95,0,,2025-05-24,[],{'pos_transactions': ['POS-E82B5B36']},2026-06-06T19:19:57.727845+00:00
a9de16e5-d6c1-4806-a22b-c7cf6a1979c9,,+17123685160,Brittany,Rose,,1,9.89,0,,2026-02-04,[],{'pos_transactions': ['POS-AE423568']},2026-06-06T19:19:57.728683+00:00
84a1454d-0409-430a-9a23-98443f021628,,+17242388496,Robert,Brown,,1,236.24,0,,2024-07-28,[],{'pos_transactions': ['POS-DEEFF82A']},2026-06-06T19:19:57.729544+00:00
378865ad-d237-4dec-a9dd-2e5b9cbc6b41,,+14367136959,Larry,Garcia,,1,145.47,0,,2026-03-24,[],{'pos_transactions': ['POS-03438B64']},2026-06-06T19:19:57.730397+00:00
c69133e0-60f3-4e24-9691-1403ce4bb66f,,+18637940265,Helen,Peterson,,1,83.62,0,,2025-12-25,[],{'pos_transactions': ['POS-54231DBE']},2026-06-06T19:19:57.731253+00:00
1725439a-e52f-442d-8803-aceda872390d,,+12191361939,Dana,Green,,1,76.71,0,,2024-03-29,[],{'pos_transactions': ['POS-7A6E43D0']},2026-06-06T19:19:57.732099+00:00
cd436d52-3849-4efd-8932-e6b0ec2d0cf2,,+10985931746,Charles,Hensley,,1,101.42,0,,2024-10-21,[],{'pos_transactions': ['POS-1688782F']},2026-06-06T19:19:57.732959+00:00
95212b79-e0f6-44ce-a533-e3e5d4386c05,,+10184514627,Natasha,Decker,,1,84.61,0,,2023-07-29,[],{'pos_transactions': ['POS-95CA788D']},2026-06-06T19:19:57.733790+00:00
94f61acb-e68f-4bae-9656-94233171e268,,+12691669784,Monica,Evans,,1,14.57,0,,2025-06-11,[],{'pos_transactions': ['POS-F9A55CF2']},2026-06-06T19:19:57.734620+00:00
f9ee2b48-e993-4667-9187-ff30f5438de2,,+18108013267,Randy,Powers,1973-11-16,0,0.0,17327,Gold,2025-08-22,[],{'loyalty_id': 'LYL-000024'},2026-06-06T19:19:57.735472+00:00
5ae295f1-0bf3-4544-a78b-fab19bffb4a0,,+13529042284,Marie,,2021-06-04,0,0.0,71292,Platinum,2025-05-08,[],{'loyalty_id': 'LYL-000032'},2026-06-06T19:19:57.736505+00:00
fab82ec2-7e66-46e9-a5f8-43aec4babf0f,,+17661771159,Sabrina,Collins,1979-05-27,0,0.0,4417,Silver,2025-04-14,[],{'loyalty_id': 'LYL-000036'},2026-06-06T19:19:57.737400+00:00
